,Fecha,Aguascalientes,Baja California,Baja California Sur,Campeche,Chiapas,Chihuahua,Ciudad de México,Coahuila,Colima,Durango,México,Guanajuato,Guerrero,Hidalgo,Jalisco,Michoacán,Morelos,Nayarit,Nuevo León,Oaxaca,Puebla,Querétaro,Quintana Roo,San Luis Potosí,Sinaloa,Sonora,Tabasco,Tamaulipas,Tlaxcala,Veracruz,Yucatán,Zacatecas,País
0,2020-02-22,,,,,,,1.0000013659201763,,,,,,,,,,,,,,,,,,,,,,,,,,1.0000000635419495
1,2020-02-23,,,,,,,1.0000013659201763,,,,,,,,,,,,,,,,,,,,,,,,,,1.0000000635419495
2,2020-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2020-02-25,,,,,,,1.0000013659201763,,,,,,,,,,,,,,,,,,,,,,,,,,1.0000000635419495
4,2020-02-26,,,,,,,,,,,1.0000010323476234,,,,,,,,,,,,,,,,,,,,,,1.0000000635419495
5,2020-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2020-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2020-02-29,,,,,,,,,,,1.0000010323476234,,,,,,,,,,,,,,,,,,,,,,1.0000000635419495
8,2020-03-01,,,,,,,1.0000013659201763,,,,,,,,,,,,,,,,1.0000194854070277,,1.0000056752294983,,,,,,,,1.7320509981947256
9,2020-03-02,,,,,,,,,,,1.4142156270683417,,,,,,,,,,,,,,,,,,,,,,1.4142136894569937
10,2020-03-03,,,,,,,1.0000013659201763,,,,1.7320539046117478,,,,,,,,,,,,,,,,,,,,,,2.0000002541677975
11,2020-03-04,,,,,,,1.0000013659201763,1.0000315281448906,,,1.0000010323476234,,,,,,,,,,,,,,,,1.0000157281026993,,,,,,2.0000002541677975
12,2020-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,2020-03-06,,,,,,,1.0000013659201763,,,,1.0000010323476234,,,,,,,,1.0000034544907173,,,,,,,,,,1.000111759408552,,,,2.0000002541677975
14,2020-03-07,,,,,,,,,,,1.4142156270683417,,,,,,,,,,,,,,,,,,1.000111759408552,,,,1.7320509981947256
15,2020-03-08,,,,,,,,,,,,,,1.0000237586601064,,,,,,,,,,,,,,,,,1.000015625,,1.4142136894569937
16,2020-03-09,,,,,,,1.4142162942134475,,,,2.6457585374979535,,,,,1.0000191928155053,,,,,,,,,1.0000056752294983,,,,,,,,3.3166254893168436
17,2020-03-10,,,,,,,1.4142162942134475,1.0000315281448906,,,,,,,,,,,,,1.0000082209641685,,,,,,,,1.000111759408552,,,,2.2360682952095368
18,2020-03-11,,,,,,,2.4494979383042366,,,,1.0000010323476234,,,,1.000003189645677,,,,,,,,,,,,,,,,,,2.8284276330817852
19,2020-03-12,,1.4142907013432318,,,,,4.24266527368246,1.0000315281448906,,,3.0000092911286096,,,,1.000003189645677,,,,,1.4142491570311266,1.0000082209641685,,,,,,,,1.000111759408552,,,,5.916082007067844
20,2020-03-13,,,,,1.0000619082763795,,3.162291319370143,1.0000315281448906,,,3.0000092911286096,,,1.0000237586601064,1.000003189645677,,,,1.0000034544907173,,1.0000082209641685,,,,,1.00001805516986,,,,,,,5.099021165683469
21,2020-03-14,,1.0000385694850684,,,,,3.8730038350100617,,,,2.6457585374979535,1.0000207102200747,,,,,,,,,,,1.41425253318715,,1.4142249128320914,,,,,,,,5.291504401303764
22,2020-03-15,,1.4142907013432318,,,,,3.8730038350100617,,,1.0000409290686934,2.2360731392379063,,,,,,,1.0000249874079574,,,,,1.41425253318715,1.0000310619868311,,,,,,1.0000048795564698,,,5.291504401303764
23,2020-03-16,1.000079691015354,1.4142907013432318,,,,,3.873003835010062,1.4142766186628761,,,2.0000041293904935,1.0000207102200747,,,,,,,,,1.4142300043014318,,,,1.7320678332573722,,,,1.000111759408552,,1.000015625,1.0001195787958936,5.744564743422359
24,2020-03-17,,1.4142907013432318,1.0000288536064033,,,1.0000603434261963,4.89901226765059,1.0000315281448906,,,4.000016517561973,,1.0000105567852038,,,1.4142519480041058,,,,,1.4142300043014318,1.4142861792786359,1.0000194854070277,,1.0000056752294983,,,,,,,1.0001195787958936,7.41620198190288
25,2020-03-18,,2.236260824925132,,,,1.0000603434261963,4.4721632734031065,,,1.0000409290686934,3.0000092911286096,,1.4142346759435027,1.0000237586601064,1.7320603765059084,,,,,,,,2.0000779416281103,,1.4142249128320914,,1.0000157281026993,,,1.4142233214860345,,,7.141431669182269
26,2020-03-19,,2.4497211596935893,,,,,4.4721632734031065,1.0000315281448906,,1.0000409290686934,3.7416718396406683,1.0000207102200747,1.4142346759435027,1.0000237586601064,,,1.0000525249569616,,,1.0000177973290159,1.4142300043014318,,2.0000779416281103,,1.4142249128320914,,1.7320979918769757,,,1.0000048795564698,1.000015625,1.0001195787958936,7.8740118136126735
27,2020-03-20,1.000079691015354,3.3170490546911533,,,,1.7322318378474666,6.245051269285276,,,,4.4721566019520465,,1.0000105567852038,1.4142610796933077,1.4142199416644488,,,,,,1.4142300043014318,,1.0000194854070277,1.0000310619868311,2.000022700917993,1.00001805516986,1.0000157281026993,1.0000099062910421,,1.7320654462382867,1.4142448123730949,,9.746800381294157
28,2020-03-21,,1.0000385694850684,,,1.0000619082763795,1.0000603434261963,4.795862939476776,1.0000315281448906,,,4.3589185581455165,1.0000207102200747,1.0000105567852038,1.0000237586601064,1.7320603765059084,,1.4143186122870182,,1.0000034544907173,,2.0000328838566737,,1.7321092637899602,1.0000310619868311,2.000022700917993,,,1.0000099062910421,,,1.4142448123730949,,8.366604713277214
29,2020-03-22,,1.0000385694850682,1.0000288536064033,,,1.4143342492254876,5.000034148004409,,,,4.795855267308057,1.4142549828132442,,,,1.0000191928155053,1.0000525249569616,,1.0000034544907173,,2.0000328838566737,,1.41425253318715,,2.2360963536472807,1.414249672712815,1.0000157281026993,1.0000099062910421,,,1.4142448123730949,,8.602329969146883
30,2020-03-23,,3.000347125365616,1.0000288536064033,1.0000972094058926,1.4143373789258538,,6.245051269285276,1.4142766186628761,,1.0000409290686934,4.4721566019520465,1.0000207102200747,,1.4142610796933077,1.7320603765059084,1.4142519480041058,1.4143186122870182,,1.0000034544907173,,2.449539068568189,1.0000363084527704,2.8285830080024104,,3.000051077065484,1.00001805516986,1.7320979918769757,1.0000099062910421,1.000111759408552,1.0000048795564698,1.000015625,,10.862787989150245
